,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Réseaux,Niska,266220,https://open.spotify.com/track/2nY6MRHWpW0AGXMoGDJOjX
2,"Tuba Life",Niska,253361,https://open.spotify.com/track/2r6C2IEw533mDs3sam5Zxx
3,Medellín,Niska,230368,https://open.spotify.com/track/1gI6FedOWXQ7aSj4FfEiGK
4,Salé,Niska,208434,https://open.spotify.com/track/0uBu60Wd7yzm2sFrj2hSr6
5,"Story X",Niska,190613,https://open.spotify.com/track/05k8JclzlJZuO6dmfFmFW6
6,"De l'autre côté (feat. Nekfeu)",Ninho,152127,https://open.spotify.com/track/3ldfGgw7IoLHbaqmspX3ME
7,Mamacita,Ninho,149381,https://open.spotify.com/track/35gJuqfvrdlCA2MmAtaD3J
8,"Ah bon ?",Niska,136812,https://open.spotify.com/track/359buFCogBGX23Dgdqcrws
9,"Chasse à l'homme",Niska,130940,https://open.spotify.com/track/7y4ELJ02ZssUMSkJiTfq2o
10,"La wewer",Niska,130000,https://open.spotify.com/track/60rndNMhEUgIR3G1uhlDwg
11,Versus,Niska,129745,https://open.spotify.com/track/3gO8sS8nMNuVwqMyJKRs3b
12,Basique,Orelsan,128405,https://open.spotify.com/track/0LMv3sc83AI7tJCkvSWPvO
13,Snapchat,Niska,128401,https://open.spotify.com/track/57cqTftDWbUEPhGXbDigZu
14,Caramelo,Ninho,127141,https://open.spotify.com/track/4fuhLKAuSxRY5OO2hwARlY
15,Favélas,Niska,121020,https://open.spotify.com/track/7dl9BHIXXkBb3zsgWjRchZ
16,"Twerk dans l'binks",Niska,119657,https://open.spotify.com/track/6fowps7eXfuZUjSfrp2AlQ
17,"Amour X",Niska,109715,https://open.spotify.com/track/4BwcvkALEWX18xXDgXSVb6
18,B.O.C,Niska,109465,https://open.spotify.com/track/5lns1XJ9lTCMRBmqlhQDTZ
19,Rose,Ninho,107239,https://open.spotify.com/track/4Ln4KAwk37peyCh2QpqYnP
20,"Glorious (feat. Skylar Grey)",Macklemore,97842,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
21,rockstar,"Post Malone",97609,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
22,"Je pense à toi","Hornet La Frappe",96928,https://open.spotify.com/track/6jTEKtJvIoECSQMEZoLmjR
23,H&M,Niska,95967,https://open.spotify.com/track/2z0UxeFL42USbvokDnLwmp
24,"Elle m'a eu",Ninho,95661,https://open.spotify.com/track/78DktVruMrKYyv6rjdKDMM
25,Unforgettable,"French Montana",95312,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
26,"Madre mia (feat. Ninho)",Sadek,90690,https://open.spotify.com/track/37YNulvDhyzULfhHycmhEl
27,Mobali,Siboy,90288,https://open.spotify.com/track/6xcXAVbDuVT1pCsa2rmDHY
28,"Θ. Macarena",Damso,84571,https://open.spotify.com/track/2UZW9WOPXdxw9YMG1bebS8
29,"Mi Gente","J Balvin",82888,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
30,D.M.B,Niska,82065,https://open.spotify.com/track/26LK30839pwfdnTYnDUxU3
31,"Ε. Signaler",Damso,80666,https://open.spotify.com/track/03aduXwm6cTqO9bb4XFQ2b
32,Havana,"Camila Cabello",76784,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
33,Chino,Ninho,72863,https://open.spotify.com/track/3p4bezMTUHn0u1D8C1uJrz
34,"New Rules","Dua Lipa",72606,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
35,"Dusk Till Dawn - Radio Edit",ZAYN,69928,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
36,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",67659,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
