,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",48576,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,"Camila Cabello",35733,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,Perfect,"Ed Sheeran",32781,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
4,"River (feat. Ed Sheeran)",Eminem,32480,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
5,"Him & I (with Halsey)",G-Eazy,32197,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
6,"More Than You Know","Axwell /\ Ingrosso",32049,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
7,Wolves,"Selena Gomez",31968,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,"Shape of You","Ed Sheeran",31412,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
9,"Feel It Still","Portugal. The Man",29994,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
10,"New Rules","Dua Lipa",27580,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
11,05:05,Bedoes,27445,https://open.spotify.com/track/1tWJcN0KZhuxcRyYlrL0o9
12,"Nowy Kolor",Otsochodzi,26668,https://open.spotify.com/track/4cIEQ6n11b04xjMqZri4ui
13,"Nie / nie",Otsochodzi,26549,https://open.spotify.com/track/504W8xzM8013XZkMxRYkX4
14,"Gucci Gang","Lil Pump",25843,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
15,Thunder,"Imagine Dragons",24048,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
16,"Dusk Till Dawn - Radio Edit",ZAYN,23596,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
17,"Half Dead",Quebonafide,23243,https://open.spotify.com/track/5TuXRIWZicQ2baTHfXID0U
18,Believer,"Imagine Dragons",22655,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
19,"Got U (Ready or Not)",Kokab,22340,https://open.spotify.com/track/5KWxtm24eahVFAU4Acd5er
20,"What Lovers Do (feat. SZA)","Maroon 5",21037,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
21,"XO Tour Llif3","Lil Uzi Vert",20629,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
22,Candy,Quebonafide,20403,https://open.spotify.com/track/7hRsWeey4zosKz2ris2cHI
23,Nostalgia,"Taco Hemingway",19543,https://open.spotify.com/track/1AU7nfy6iBbNt7rrgSglOZ
24,Eldorado,Deemz,19370,https://open.spotify.com/track/2jX6A7yk3mwmOCxmTXrxlm
25,"Katchi - Ofenbach vs. Nick Waterhouse",Ofenbach,19116,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
26,"No Roots","Alice Merton",18695,https://open.spotify.com/track/7anBA0IdgFaN3Pbyk2tog0
27,"Symphony (feat. Zara Larsson)","Clean Bandit",18569,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
28,"Be Mine",Ofenbach,18267,https://open.spotify.com/track/2KklXplRtxMsBYo474Es0w
29,"Let You Down",NF,18048,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
30,"Échame La Culpa","Luis Fonsi",17861,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
31,"Lonely Together (feat. Rita Ora)",Avicii,17808,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
32,"Mi Gente","J Balvin",17005,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
33,Chodź,"Taco Hemingway",16794,https://open.spotify.com/track/2a0u6wN15zIfSzgfhbsjd1
34,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",16618,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
35,"Galway Girl","Ed Sheeran",16261,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
36,AHA,Otsochodzi,15961,https://open.spotify.com/track/4u3OKUeFXMkfwdY65Gi8FM
37,"Too Good At Goodbyes","Sam Smith",15885,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
38,"Man's Not Hot","Big Shaq",15876,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
39,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",15742,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
40,Attention,"Charlie Puth",15181,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
41,"Whatever It Takes","Imagine Dragons",15178,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
42,Ganges,Białas,15006,https://open.spotify.com/track/6oga1Zn6V0SzWE11EOJSOR
43,Silence,Marshmello,14563,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
44,"Something Just Like This","The Chainsmokers",14526,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
45,"All I Want for Christmas Is You","Mariah Carey",14452,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
46,Anywhere,"Rita Ora",14438,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
47,OK,"Robin Schulz",14182,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
48,HUMBLE.,"Kendrick Lamar",13886,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
49,Stargazing,Kygo,13402,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
50,"Last Christmas",Wham!,12964,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
51,Legendary,"Welshly Arms",12961,https://open.spotify.com/track/5ysL31dJXdNK1OCI5Hlqe7
52,"No Limit",G-Eazy,12934,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
53,"I Miss You (feat. Julia Michaels)","Clean Bandit",12635,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
54,Hot2Touch,"Felix Jaehn",12296,https://open.spotify.com/track/1sBhJGPUKrdRycgKxve70v
55,"I Fall Apart","Post Malone",12202,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
56,"There's Nothing Holdin' Me Back","Shawn Mendes",12171,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
57,"All Falls Down (feat. Juliander)","Alan Walker",12136,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
58,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",12023,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
59,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",11886,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
60,SumieNIE,Otsochodzi,11754,https://open.spotify.com/track/1CtKKJ5ij3pQQ7A65c1fip
61,"You Don't Know Me - Radio Edit","Jax Jones",11719,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
62,"It Ain't Me (with Selena Gomez)",Kygo,11563,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
63,"No Promises (feat. Demi Lovato)","Cheat Codes",11552,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
64,Bogini,Quebonafide,11443,https://open.spotify.com/track/1ZeBRaUlfmys5RYScBsBfQ
65,"Llama In My Living Room",AronChupa,11284,https://open.spotify.com/track/5OYUtKjALXnNjXRwTVStCK
66,Unforgettable,"French Montana",11200,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
67,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,11040,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
68,Mama,"Jonas Blue",10994,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
69,Cardio,Paluch,10916,https://open.spotify.com/track/3iO4ZPtPUfYocYVDEAQoib
70,"Lean On (feat. MØ & DJ Snake)","Major Lazer",10790,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
