,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"New Rules","Dua Lipa",56166,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
2,Raf,Deeperise,55764,https://open.spotify.com/track/3xtNRxaUY785OdDP78yrpG
3,"Dönersen Islık Çal","Manuş Baba",47314,https://open.spotify.com/track/4JWAN1SBE6r2PHbXTHzQNx
4,"Sen Olsan Bari","Aleyna Tilki",44888,https://open.spotify.com/track/1BSsv8bVGdxyvW0NPiZy1A
5,"Mi Gente","J Balvin",42674,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
6,"Look What You Made Me Do","Taylor Swift",41959,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
7,rockstar,"Post Malone",41319,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
8,"Eteği Belinde","Manuş Baba",40632,https://open.spotify.com/track/3lPrs1fylHXjPPfSioDXDg
9,"Ya Bu İşler Ne","Mabel Matiz",39943,https://open.spotify.com/track/2qM7yVNhMjZGVvXhPQ5TFS
10,"Dusk Till Dawn - Radio Edit",ZAYN,39185,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
11,"Delinin Yıldızı",Vega,36904,https://open.spotify.com/track/2fYmjO7Jj3MWaLiVvLyFwA
12,"Koştum Hekime","Burak King",34535,https://open.spotify.com/track/3SiNhRfBah30npNwyaoS22
13,"Çok Çok",Edis,34007,https://open.spotify.com/track/045FwWlfQeVoaCNDvShp7m
14,"Sıfır Tolerans - Mahmut Orhan Remix",Hadise,33945,https://open.spotify.com/track/5T8Fiq5hPALY1La8BqlYYn
15,"Shape of You","Ed Sheeran",33263,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
16,Thunder,"Imagine Dragons",32913,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
17,Havana,"Camila Cabello",32767,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
18,"Despacito - Remix","Luis Fonsi",31701,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
19,Attention,"Charlie Puth",31655,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
20,Believer,"Imagine Dragons",29205,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
21,"LET ME GO","No Method",28330,https://open.spotify.com/track/3ldGsiEW3vblN8UVrOfDo3
22,Unforgettable,"French Montana",28052,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
23,"Ciao Adios",Anne-Marie,27439,https://open.spotify.com/track/3EfugazgSddQvzZpkof5I4
24,"Haberin Var mı?","Manuş Baba",26909,https://open.spotify.com/track/77JBSUsrRRPsmtxNKjB2Fx
25,Aşinayız,"Murat Dalkılıç",26579,https://open.spotify.com/track/1EPgODCdz5rApl9naW8Q2r
26,"No Lie","Sean Paul",25231,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw
27,"Ne Farkeder","Yüzyüzeyken Konuşuruz",25036,https://open.spotify.com/track/23KSyhPMqyUVrrLo300YiW
28,"Şehrimin Tadı",Ezhel,24565,https://open.spotify.com/track/5xL1RFOuD9XsVqa7UVxdnw
29,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",24105,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
30,Yolla,Tarkan,23827,https://open.spotify.com/track/1vZAYNFTcxzrnooQUw5zKD
31,"Bizim Hikaye","Çağatay Akman",23130,https://open.spotify.com/track/2htRiuKy3zIkxEOawFcQLS
32,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",22737,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
33,Takvim,"Bahadır Tatlıöz",22529,https://open.spotify.com/track/1SLHvYH4u0l44fpmNG4ggT
34,"Beni Vur - Akustik","Deniz Tekin",22213,https://open.spotify.com/track/3CPBzUohQI0fVoFFMSZouO
35,Geceler,Ezhel,21938,https://open.spotify.com/track/4aDCblDfszqyxKUVLY6EEl
36,"Mask Off",Future,20597,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
37,"Sayın Seyirciler","Ozan Doğulu",20103,https://open.spotify.com/track/4DsPdStdXWO8BeYVHWMD16
