,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Thunder,"Imagine Dragons",15105,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
2,"Despacito - Remix","Luis Fonsi",13316,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
3,Believer,"Imagine Dragons",11783,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
4,"2U (feat. Justin Bieber)","David Guetta",11287,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
5,"Shape of You","Ed Sheeran",11282,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
6,"More Than You Know","Axwell /\ Ingrosso",10977,https://open.spotify.com/track/4q8PHoRsPUB52LFylX8Ulz
7,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",10047,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
8,"There for You","Martin Garrix",9922,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
9,Mama,"Jonas Blue",9921,https://open.spotify.com/track/4xlrALxuaCf9yZBHJeTSG6
10,"There's Nothing Holdin' Me Back","Shawn Mendes",9152,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
11,"Something Just Like This","The Chainsmokers",8612,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
12,"Strip That Down","Liam Payne",8126,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
13,"Symphony (feat. Zara Larsson)","Clean Bandit",8042,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
14,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",7692,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
15,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",7677,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
16,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",7654,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
