,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blijf Bij Mij","Ronnie Flex",232939,https://open.spotify.com/track/7EyvmcYx7WzeBi2cY9RmIi
2,"4/5 - From “Patser""","Ronnie Flex",214851,https://open.spotify.com/track/7cAxokBbnclXF6skY38Nd9
3,Officieel,Broederliefde,156806,https://open.spotify.com/track/3e0gMtgOOLGPFLzPWR7xzb
4,"River (feat. Ed Sheeran)",Eminem,131342,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
5,Vervloekt,Frenna,107930,https://open.spotify.com/track/5VjqFNoLNl0xvG50diCuwx
6,Havana,"Camila Cabello",107838,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
7,rockstar,"Post Malone",107015,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
8,"In Amsterdam","Sevn Alias",97445,https://open.spotify.com/track/4QXLXEcGPl18ghSz4cSEzP
9,Wolves,"Selena Gomez",92073,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
10,"Op Me Monnie",Frenna,87948,https://open.spotify.com/track/5kvzEqShooIhg1D3KMBa7U
11,Patsergedrag,"Sevn Alias",87746,https://open.spotify.com/track/4tNpAeDH7S7cJGEo28Ogi4
12,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",87106,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
13,"New Rules","Dua Lipa",83787,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
14,"Let You Down",NF,81868,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
15,Perfect,"Ed Sheeran",79870,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
16,Coño,Puri,79553,https://open.spotify.com/track/7tXCV0UwFwBxqum6i25you
17,"Too Good At Goodbyes","Sam Smith",77925,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
18,"I Miss You (feat. Julia Michaels)","Clean Bandit",76660,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
19,Stargazing,Kygo,75806,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
20,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",73884,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
21,Merry,"Nafthaly Ramona",73136,https://open.spotify.com/track/3hHHaTr65mG7bpApRW5CZQ
22,Silence,Marshmello,73036,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
23,"What Lovers Do (feat. SZA)","Maroon 5",68700,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
24,Anywhere,"Rita Ora",67984,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
25,Architect,"Jonna Fraser",66348,https://open.spotify.com/track/3UPsdBBqs9vnVF0fYTGA8n
26,"Him & I (with Halsey)",G-Eazy,63716,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
