,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Love It (& Lil Pump)","Kanye West",239305,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
2,"Falling Down - Bonus Track","Lil Peep",181881,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
3,"Lucky You (feat. Joyner Lucas)",Eminem,170325,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
4,Killshot,Eminem,165110,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
5,"SICKO MODE","Travis Scott",165092,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
6,Happier,Marshmello,152347,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
7,"No Stylist (feat. Drake)","French Montana",134177,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
8,"Eastside (with Halsey & Khalid)","benny blanco",131561,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
9,"In My Feelings",Drake,130702,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
10,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,120498,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
11,"Lucid Dreams","Juice WRLD",116641,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
12,"New Patek","Lil Uzi Vert",112836,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud
13,Better,Khalid,112273,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
14,Nonstop,Drake,105212,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
15,"Promises (with Sam Smith)","Calvin Harris",104075,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
16,"Better Now","Post Malone",93300,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
17,"Taste (feat. Offset)",Tyga,93278,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
18,"No Brainer","DJ Khaled",90245,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
19,"I Like It","Cardi B",85867,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
20,SAD!,XXXTENTACION,85118,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
21,"Girls Like You (feat. Cardi B)","Maroon 5",84323,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
22,"Mo Bamba","Sheck Wes",83020,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn
23,"Body (feat. brando)","Loud Luxury",82792,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
24,Youngblood,"5 Seconds of Summer",82175,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
25,"RAP DEVIL","Machine Gun Kelly",79496,https://open.spotify.com/track/43TP6JCWXgkc2D7Xjz5hBr
26,"In My Mind",Dynoro,78883,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
27,Natural,"Imagine Dragons",78079,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
28,"Wake Up in the Sky","Gucci Mane",76222,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
29,"The Ringer",Eminem,74426,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
30,Moonlight,XXXTENTACION,71440,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
31,"Be Alright","Dean Lewis",69604,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
32,"Jackie Chan",Tiësto,69398,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
33,Noticed,"Lil Mosey",69156,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
34,breathin,"Ariana Grande",68312,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
35,STARGAZING,"Travis Scott",67891,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
36,"Drip Too Hard","Lil Baby",67635,https://open.spotify.com/track/1BxkZE73h9BN3qwuA15TA3
37,"Yes Indeed","Lil Baby",66436,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
38,"Electricity (with Dua Lipa)","Silk City",65533,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
39,"Not Alike (feat. Royce Da 5'9)",Eminem,65266,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
40,"God's Plan",Drake,65124,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
41,"Love No More","Loud Luxury",64243,https://open.spotify.com/track/15fZrZhdK0g1BS9sDeW6sD
42,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",63774,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
43,"I'm a Mess","Bebe Rexha",62808,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
44,"God is a woman","Ariana Grande",61723,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
45,"rockstar (feat. 21 Savage)","Post Malone",61254,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
46,REMEDY,Alesso,59965,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
47,"Beautiful (feat. Camila Cabello)",Bazzi,59561,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
48,Fall,Eminem,59065,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
49,"Nice For What",Drake,58830,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
50,Rise,"Jonas Blue",58583,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
51,"Psycho (feat. Ty Dolla $ign)","Post Malone",56292,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
