,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",122727,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
2,"Maailman Laidalla","Mikael Gabriel",77936,https://open.spotify.com/track/1hYSyi6LY9LkdYH0EjoFCO
3,"Sinä ansaitset kultaa (Vain elämää kausi 7)",Cheek,71121,https://open.spotify.com/track/1pnYHu0479JaG3ESOTs0ZU
4,"Älä jätä roikkuu",JVG,68440,https://open.spotify.com/track/7m7vqt0dQ3HXHSzLPMlFg3
5,"Dusk Till Dawn - Radio Edit",ZAYN,63096,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
6,"Keinu (Vain elämää kausi 7)","Jenni Vartiainen",57129,https://open.spotify.com/track/5RLL3hPFVU3wfib1YijpvE
7,"Vahinko (Vain elämää kausi 7)",Cheek,54306,https://open.spotify.com/track/2K5PXsXyUpKpIO5LL5xB4F
8,"Kynnet, Kynnet",Pyhimys,52451,https://open.spotify.com/track/5HFUJIjkg7DgP3EuWtZ1rA
9,Phases,ALMA,52221,https://open.spotify.com/track/6ZX2qXkhaueabbzp6vfabS
10,Tornado,Evelina,51035,https://open.spotify.com/track/3seNictp7GWitSNKlujwnY
11,"Timantit on ikuisia (Vain elämää kausi 7)",SANNI,50189,https://open.spotify.com/track/10TGDps8gvUC2meiqne5Ju
12,Tragedia,"Antti Tuisku",49616,https://open.spotify.com/track/7K74Z7Di9GOuI2fEqMYhPZ
13,"Aamukuuteen (feat. Erin)","Antti Tuisku",49244,https://open.spotify.com/track/2gIOVl7sKIJ3WeHVsTy1jd
14,"Me Tehtiin Tää",Robin,48394,https://open.spotify.com/track/2bGwLlCIKzk00kcUK6QhZv
15,"Matti & Teppo",JVG,43223,https://open.spotify.com/track/4h9oBIwZ5he6rgXI2mgPEJ
16,"New Rules","Dua Lipa",42919,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
17,1-800-273-8255,Logic,41880,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
18,Lohikäärmeet,Profeetat,41801,https://open.spotify.com/track/3yrE0biWYqhz4Ar9c2Ta4l
19,Tuntematon,"Haloo Helsinki!",39224,https://open.spotify.com/track/54ulOTUIZA4suH69uQCwdZ
20,Havana,"Camila Cabello",38854,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
21,Silence,Marshmello,36140,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
22,"Swäg (feat. JVG)","Antti Tuisku",36138,https://open.spotify.com/track/7iaxKCLCuJznUeNx7VZzAU
23,"Look What You Made Me Do","Taylor Swift",35708,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
24,"Trampoliini (Vain elämää kausi 7)","Jenni Vartiainen",35506,https://open.spotify.com/track/5JRxJEulKBONs5nVZkketY
25,"The Spectre","Alan Walker",35438,https://open.spotify.com/track/2DGa7iaidT5s0qnINlwMjJ
26,"Too Good At Goodbyes - Edit","Sam Smith",34218,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
27,"Without You (feat. Sandro Cavazza)",Avicii,32647,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
28,"Syypää sun hymyyn - Vain elämää kausi 7","Kaija Koo",31418,https://open.spotify.com/track/5C1JtVvPFiZNV6c6t2XzuO
29,"Friends (with BloodPop®)","Justin Bieber",30869,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
30,Juoppokuski,Mäkki,30105,https://open.spotify.com/track/7vFq3RHvJXp7GYnHFAHcEC
31,"Sammakko (feat. STIG)","Yksi Totuus",29073,https://open.spotify.com/track/0lOZTlVFriYRkGZSD6E2ax
32,Vaikeeta,YOUNGHEARTED,28762,https://open.spotify.com/track/5KZL8uMLL7mkxjvB8ualwF
33,Stargazing,Kygo,28602,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
34,"EYO (feat. Nelli Matula)",Profeetat,28545,https://open.spotify.com/track/6bjQXLHkAMGq9Yjh6oIPzd
35,"Oo se kun oot - Vain elämää kausi 7","Juha Tapio",27980,https://open.spotify.com/track/4zW7iWwtwLe0NTVmLhhHcJ
36,"What Lovers Do (feat. SZA)","Maroon 5",27971,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
37,"Glorious (feat. Skylar Grey)",Macklemore,27904,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
38,"What About Us",P!nk,27700,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
39,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",26741,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
40,"More Than You Know","Axwell /\ Ingrosso",26498,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
41,"Pane mut sekasin","Aleksanteri Hakaniemi",26191,https://open.spotify.com/track/1TfT4AtYSreDh4AcOmyq5D
