,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"2U (feat. Justin Bieber)","David Guetta",24509,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
2,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",24278,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
3,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",21697,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
4,Unforgettable,"French Montana",20890,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
5,Attention,"Charlie Puth",20056,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
6,"Despacito - Remix","Luis Fonsi",19194,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
7,"Shape of You","Ed Sheeran",18268,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
8,"There's Nothing Holdin' Me Back","Shawn Mendes",18159,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
9,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",17007,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
10,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",16305,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
11,Thunder,"Imagine Dragons",16061,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
12,Believer,"Imagine Dragons",15218,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
13,HUMBLE.,"Kendrick Lamar",15028,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
14,"Symphony (feat. Zara Larsson)","Clean Bandit",14550,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
15,Mama,"Jonas Blue",14415,https://open.spotify.com/track/4xlrALxuaCf9yZBHJeTSG6
16,"There for You","Martin Garrix",14388,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
17,"Something Just Like This","The Chainsmokers",14198,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
18,"XO TOUR Llif3","Lil Uzi Vert",14167,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
19,"Strip That Down","Liam Payne",14132,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
20,"No Promises (feat. Demi Lovato)","Cheat Codes",13816,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
21,Congratulations,"Post Malone",13651,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
22,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",13144,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
23,"Stay (with Alessia Cara)",Zedd,12533,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
24,"Felices los 4",Maluma,12525,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
25,Signs,Drake,12458,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y
26,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",12366,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
27,"SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","Enrique Iglesias",12297,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
28,"Crying in the Club","Camila Cabello",12069,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
29,"Mask Off",Future,11399,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
30,"Bad Liar","Selena Gomez",11263,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
31,Malibu,"Miley Cyrus",11061,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
32,"Sign of the Times","Harry Styles",10867,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
33,Redbone,"Childish Gambino",10137,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
