,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Falling Down - Bonus Track","Lil Peep",151739,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
2,"I Love It (& Lil Pump)","Kanye West",138959,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
3,"Be Alright","Dean Lewis",126630,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
4,"In My Mind",Dynoro,123523,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
5,Happier,Marshmello,119502,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
6,"Sweet but Psycho","Ava Max",111011,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
7,"Promises (with Sam Smith)","Calvin Harris",103081,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
8,"Lucky You (feat. Joyner Lucas)",Eminem,94268,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
9,"Kär i din kärlek - Recorded at Spotify Studios Stockholm","Molly Sandén",90529,https://open.spotify.com/track/5an6BWQDhw4FnjZhdyOFuL
10,"Auf wiedersehen",Hov1,88224,https://open.spotify.com/track/0VchObTqyNU0oWVBjLTSVh
11,"Eastside (with Halsey & Khalid)","benny blanco",80252,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
12,"High With Somebody","Sandro Cavazza",77577,https://open.spotify.com/track/6IhosQhN1ayHO4XP72XFXy
13,"Lucid Dreams","Juice WRLD",76982,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
14,Better,Khalid,74059,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
15,Gäller,Z.E,73238,https://open.spotify.com/track/1U9TNHyH61eVXxR5BXls2v
16,"Om du lämnar mig nu","Norlie & KKV",71298,https://open.spotify.com/track/30O3RvIlfC1KEcuDQumJGX
17,"Love Someone","Lukas Graham",67659,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
18,"In My Feelings",Drake,64188,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
19,"Mer för varandra","Norlie & KKV",63314,https://open.spotify.com/track/5GC6b6Ukc7PfwG8VfYO3ar
20,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",62595,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
21,REMEDY,Alesso,61627,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
22,"Taste (feat. Offset)",Tyga,59365,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
23,"Solo (feat. Demi Lovato)","Clean Bandit",59135,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
24,"Still - Recorded at Spotify Studios Stockholm",Hov1,58938,https://open.spotify.com/track/5CjIVxNTlIA1OuIAk7juR1
25,Darkside,"Alan Walker",57755,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
26,"Without You (feat. Sandro Cavazza)",Avicii,55954,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
27,"High On Life (feat. Bonn)","Martin Garrix",53285,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
28,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,53217,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
29,SAD!,XXXTENTACION,51760,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
30,"Hon dansar vidare i livet",Hov1,51375,https://open.spotify.com/track/1aEU7mcRDTYBB4ASpqbjYE
31,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",51030,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
32,Killshot,Eminem,50673,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
33,"Born To Be Yours",Kygo,50433,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
