,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,30734,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Psycho (feat. Ty Dolla $ign)","Post Malone",20905,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
3,X,"Nicky Jam",19774,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
4,FRIENDS,Marshmello,19470,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
5,"All The Stars (with SZA)","Kendrick Lamar",17555,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
6,SAD!,XXXTENTACION,17391,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,rockstar,"Post Malone",16852,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
8,IDGAF,"Dua Lipa",16418,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
9,"Love Lies (with Normani)",Khalid,15760,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
10,"In My Blood","Shawn Mendes",14969,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
11,"Look Alive (feat. Drake)","BlocBoy JB",14469,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
12,Mine,Bazzi,14238,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
13,Downtown,Anitta,13754,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
14,"Échame La Culpa","Luis Fonsi",13321,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
15,"Havana (feat. Young Thug)","Camila Cabello",13161,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
16,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",13065,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
17,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,12699,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
18,"Ta Tum Tum","MC Kevinho",12499,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
19,"Water (feat. Slow J) - Single Version","Richie Campbell",12371,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
20,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,12220,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
21,"The Middle",Zedd,12180,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
22,"Pray For Me (with Kendrick Lamar)","The Weeknd",11815,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
23,"New Rules","Dua Lipa",11548,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
24,"Never Be the Same","Camila Cabello",11247,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
25,Everyday,Logic,10936,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
26,"Salto Alto",Piruka,10675,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
27,"Chaminé (Zara G)","Wet Bed Gang",10399,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
28,Silence,Marshmello,10315,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
29,"Já Se Passou Tudo",Piruka,10265,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
30,"Faz Gostoso",Blaya,10166,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
31,"Say Something (feat. Chris Stapleton)","Justin Timberlake",9999,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
