,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",302970,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
2,"Deixe Me Ir - Acústico",1Kilo,287243,https://open.spotify.com/track/2srL4DYBekshpbprS6H0mO
3,"Corpo Sensual (feat. Mateus Carrilho)","Pabllo Vittar",285371,https://open.spotify.com/track/4kkQGhScJDzNIIGavQE9SN
4,"Fazer Falta","Mc Livinho",263557,https://open.spotify.com/track/6pSYjx66rlqRmGGTHhnjCo
5,"New Rules","Dua Lipa",252998,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
6,Encaixa,"MC Kevinho",251936,https://open.spotify.com/track/7yYOMPwpV5CsK0cxoAZT6B
7,K.O.,"Pabllo Vittar",240895,https://open.spotify.com/track/5zSiXA70xM4kuSt6qim6jl
8,"Raspão (feat. Simone & Simaria) - Ao Vivo","Henrique & Diego",238954,https://open.spotify.com/track/6gquljDBW7rE6mCBzmTRxo
9,"Mi Gente","J Balvin",231680,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
10,"Ar-Condicionado No 15 - Ao Vivo","Wesley Safadão",229196,https://open.spotify.com/track/5ac0YTpOaDX9wEYYyGCglL
11,"Vidinha de Balada - Ao Vivo","Henrique & Juliano",210264,https://open.spotify.com/track/2g2ZjM1GjY9Lf2Ff0L94Ul
12,"Regime Fechado - Ao Vivo","Simone & Simaria",209123,https://open.spotify.com/track/6UZJOc2HBrTp9DYfir9N8n
13,"Never Let Me Go",Alok,202725,https://open.spotify.com/track/06ZpMjkNdIDKVf3mK29UiC
14,"Cara Bacana","MC G15",202585,https://open.spotify.com/track/4BjPsq3MXBNo4Qxg40igEr
15,"Shape of You","Ed Sheeran",189074,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
16,"Look What You Made Me Do","Taylor Swift",181793,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
17,"Ressaca de Saudade - Ao Vivo","Wesley Safadão",180582,https://open.spotify.com/track/0r0U9AcE4LP0QzJQDUUlXP
18,"Sorte Que Cê Beija Bem - Ao Vivo","Maiara & Maraisa",179080,https://open.spotify.com/track/4YV827A7aWVswtyt0eWoWM
19,"Amante Não Tem Lar - Ao Vivo","Marília Mendonça",175873,https://open.spotify.com/track/6P8v1a8jyfwG5kc7Si1kUp
20,rockstar,"Post Malone",173222,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
21,"Tic Tac (feat. MC Lan)","Lucas Lucco",172275,https://open.spotify.com/track/3SdYnX1212sx5X0N4Lj3Vb
22,Fica,ANAVITÓRIA,171503,https://open.spotify.com/track/0lwrkYbCwtAWTI0OIWEnd6
23,"Era uma Vez","Kell Smith",171286,https://open.spotify.com/track/57AmbM2loMyozAU1kjW308
24,"Cê Acredita - Ao Vivo","João Neto & Frederico",171018,https://open.spotify.com/track/5JZlDZzWPbrYwMHmnOQO3U
25,"There's Nothing Holdin' Me Back","Shawn Mendes",169053,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
26,"Esqueci Como Namora (feat. Maiara & Maraisa)","Nego do Borel",167706,https://open.spotify.com/track/6zZw7RPIs3IxDghP4UvWcY
27,Linda,Projota,166913,https://open.spotify.com/track/7vxMtIwEn1bUKTqPKEMzJJ
28,"Will I See You (feat. Anitta)","Poo Bear",163126,https://open.spotify.com/track/3YeY4NnyJENxOb0Pi1f3x7
29,Havana,"Camila Cabello",162846,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
30,"Sorry Not Sorry","Demi Lovato",160896,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
31,"Bum Bum Tam Tam","MC Fioti",155302,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c
32,"What Lovers Do (feat. SZA)","Maroon 5",151456,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
33,Paradinha,Anitta,150248,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs
34,"Dusk Till Dawn - Radio Edit",ZAYN,149471,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
35,"Jocelyn Flores",XXXTENTACION,149265,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
36,"Hear Me Now",Alok,148626,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
37,"Acordando o Prédio","Luan Santana",146328,https://open.spotify.com/track/40bK2uosUmAS92c17n98xd
38,"Avisa Que Eu Cheguei - Ao Vivo","Naiara Azevedo",144544,https://open.spotify.com/track/39vJqbfolMyPJtJuyoj1EM
39,"4 da manhã",UM44K,144021,https://open.spotify.com/track/5xVJU6DJHnmHnbbKS56yCC
40,"Paredes - Ao Vivo","Jorge & Mateus",142521,https://open.spotify.com/track/2GfxgssRHvY1azHtaRqKoK
41,"Villamix (Suave)",Alok,141649,https://open.spotify.com/track/2JnvMToHG03X15PR6Z9DeA
42,"De Trás Pra Frente - Ao Vivo","Henrique & Juliano",141269,https://open.spotify.com/track/2x67AU9q3lf7cfPSzxCDsL
43,"Eu Vou Te Buscar (Cha La La La La)","Gusttavo Lima",140727,https://open.spotify.com/track/5aLvtKo9672scTVdEwXPTg
44,"Vai Embrazando","Mc Zaac",139868,https://open.spotify.com/track/1zhfU6YXa2pXUAQdG1NvBZ
45,Abusadamente,"MC Gustta",136092,https://open.spotify.com/track/7vgNGxchhqDQWjKjLPTPro
46,"Felices los 4",Maluma,135641,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
47,"O Grave Bater","MC Kevinho",133966,https://open.spotify.com/track/1bUazU9SSOh02AdlOPeTvm
48,"Se é pra Gente Ficar (feat. Wesley Safadão)","Solange Almeida",133738,https://open.spotify.com/track/6X5jBkAFu7HE3jigdoVW3r
49,"Te Assumi Pro Brasil - Ao Vivo","Matheus & Kauan",131420,https://open.spotify.com/track/2d3TbSkAscvT3QRQalq6uT
50,"Qual Bumbum Mais Bate","MC WM",129870,https://open.spotify.com/track/2AUvXXgYuNFJMCPdhxONfa
51,"Friends (with BloodPop®)","Justin Bieber",122804,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
52,"Medida Certa","Jorge & Mateus",118093,https://open.spotify.com/track/44mr3ypWNHa0inr3heiOb2
53,Attention,"Charlie Puth",116393,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
54,Silence,Marshmello,116236,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
55,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",112077,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
56,Thunder,"Imagine Dragons",111956,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
