,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",1969889,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,SAD!,XXXTENTACION,1957655,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
3,Moonlight,XXXTENTACION,1625315,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
4,"I Like It","Cardi B",1283051,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
5,"Jocelyn Flores",XXXTENTACION,1197555,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
6,"Better Now","Post Malone",1173617,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
7,"Girls Like You (feat. Cardi B)","Maroon 5",1123632,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
8,"Yes Indeed","Lil Baby",1091273,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
9,"Taste (feat. Offset)",Tyga,1078786,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
10,"Nice For What",Drake,1049088,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
11,changes,XXXTENTACION,1041334,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
12,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,968778,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
13,"Psycho (feat. Ty Dolla $ign)","Post Malone",917006,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
14,"I'm Upset",Drake,911457,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
15,"All Mine","Kanye West",877990,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
16,"All Girls Are The Same","Juice WRLD",859866,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
17,"Look Alive (feat. Drake)","BlocBoy JB",799624,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
18,"God's Plan",Drake,783585,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
19,"Everybody Dies In Their Nightmares",XXXTENTACION,763452,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
20,"Back To You","Selena Gomez",745839,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
21,"Ocean (feat. Khalid)","Martin Garrix",739645,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
22,"no tears left to cry","Ariana Grande",724587,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
23,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,724124,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
24,"Jackie Chan",Tiësto,706165,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
