,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ungir Strákar - Deep Mix",Floni,5686,https://open.spotify.com/track/6WKPhv27SizinGt2nYk5Ar
2,"Já ég veit",Birnir,5355,https://open.spotify.com/track/6XSYMtvkAuRdnQm0F7i3Bq
3,"Út í geim",Birnir,5324,https://open.spotify.com/track/7nZ1rqv1zdUrQwxZxemCmn
4,rockstar,"Post Malone",4877,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
5,Trappa,Floni,3784,https://open.spotify.com/track/5wetjrVoUDGhnCfzictqpE
6,B.O.B.A.,JóiPé,3623,https://open.spotify.com/track/6uP2DBITa982EzgIWSrlDY
7,Labbilabb,"Herra Hnetusmjör",3395,https://open.spotify.com/track/4fE7QQ2f3eah85HWaDGp7M
8,"O Shit",JóiPé,3184,https://open.spotify.com/track/4QQQy4piBADsklMVcueNAH
9,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",2981,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
10,Leika,Floni,2922,https://open.spotify.com/track/6sIgHBjmtF5AgGa0av55Pn
11,"Tveggja Sæta","Geisha Cartel",2875,https://open.spotify.com/track/4ZZR5W3Wzj7gl8PJEaWVvm
12,"River (feat. Ed Sheeran)",Eminem,2815,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
13,Perfect,"Ed Sheeran",2752,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
14,Havana,"Camila Cabello",2700,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
15,"Too Good At Goodbyes","Sam Smith",2638,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
16,Ísköld,Floni,2522,https://open.spotify.com/track/1cPbUxHuNnSVQbukUrnY8O
17,"Ég Vil Það","Chase Anthony",2516,https://open.spotify.com/track/1R5nG2xdiSOFmOJ4lCLGbW
18,"Let You Down",NF,2398,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
19,"Fullir Vasar","Aron Can",2230,https://open.spotify.com/track/3UYdR145K9dnygSKJqUk2d
20,"Lítur Allt Út Fyrir Það","Herra Hnetusmjör",2225,https://open.spotify.com/track/2uxgB4UcIGA04GIfohHq6Y
21,"Joey Cypher","Joey Christ",2080,https://open.spotify.com/track/24nlSZHHUx0XAzo7WDzUTa
22,"Sagan Af Okkur",JóiPé,2079,https://open.spotify.com/track/4ranVZMGU28qHZS6DBBdHc
23,"Gucci Gang","Lil Pump",2071,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
24,"Alltof Hratt",Floni,2011,https://open.spotify.com/track/7u2trOsaFQrFwbL9HH8tdR
25,"Spurðu Um Mig","Herra Hnetusmjör",2004,https://open.spotify.com/track/6AUvfF9stqeOi493oJDtlq
26,"Ár Eftir Ár","Herra Hnetusmjör",1991,https://open.spotify.com/track/2KVcqOa2vBKJDIomchdR0C
27,"I Fall Apart","Post Malone",1904,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
28,"New Rules","Dua Lipa",1863,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
29,"Tala Saman",Floni,1825,https://open.spotify.com/track/2tUBa92HN6pkaOBgfCww4h
30,"Geri Ekki Neitt (feat. Unnsteinn)","Aron Can",1755,https://open.spotify.com/track/5N6Oj5rlYlOXkXYt89c3Gy
31,"Shape of You","Ed Sheeran",1752,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
32,Ástarsaga,Floni,1655,https://open.spotify.com/track/6lrYOMWfNuQMC0dcB6e7oE
