,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"La musica non c'è",Coez,161502,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
2,"Irraggiungibile (feat. Federica Carta)",Shade,137168,https://open.spotify.com/track/03PDOt4cRKQgpYfA9I9wnC
3,Perfect,"Ed Sheeran",125715,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
4,Havana,"Camila Cabello",113225,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,rockstar,"Post Malone",106878,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
6,Chosen,Måneskin,100845,https://open.spotify.com/track/2lDgdWIGLYuk74pDeRPgPF
7,PERDONAMI,Salmo,94464,https://open.spotify.com/track/7kK2m2KDEL0W8oFq6fuOcf
8,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",92549,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
9,"River (feat. Ed Sheeran)",Eminem,89103,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
10,"Sconosciuti da una vita",J-AX,87286,https://open.spotify.com/track/2x82H3RSJRRQKZDMFlIpG3
11,"L'amore è","Enrico Nigiotti",87146,https://open.spotify.com/track/0iOHkI1AyDXfDeoXEFaP2e
12,"What Lovers Do (feat. SZA)","Maroon 5",82846,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
13,"Échame La Culpa","Luis Fonsi",82747,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
14,Habibi,Ghali,81768,https://open.spotify.com/track/1lwpe8mLgHhytakM7m6R3W
15,"Giovane Fuoriclasse","Capo Plaza",79893,https://open.spotify.com/track/4f7xpneUOcob0RoRyae6ax
16,"Me Rehúso","Danny Ocean",77676,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
17,"Leave a Light On","Tom Walker",77131,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
18,"New Rules","Dua Lipa",74802,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
19,"Perfect Symphony (Ed Sheeran & Andrea Bocelli)","Ed Sheeran",73613,https://open.spotify.com/track/3zl7j5ua8mF4JDYuxrfo01
20,"Shape of You","Ed Sheeran",72298,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
21,"Dusk Till Dawn - Radio Edit",ZAYN,72290,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
22,"Whatever It Takes","Imagine Dragons",71527,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
23,Fuori,Gemitaiz,70162,https://open.spotify.com/track/2TgKrHaHbkAV8EGJWH4zJM
24,"Le luci della città",Coez,67942,https://open.spotify.com/track/381VH1JFj9q08V1OMlPU5m
25,Orgasmo,"Calcutta ",64830,https://open.spotify.com/track/5G22c0zkJae5EzQRyx3blf
26,Poetica,"Cesare Cremonini",63555,https://open.spotify.com/track/6m7ia7vhUezCfa1xWusWSF
27,"Come neve",Giorgia,61160,https://open.spotify.com/track/7flx8835YXeRbhFBGaZ42g
28,"Something Just Like This","The Chainsmokers",60542,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
29,"More Than You Know","Axwell /\ Ingrosso",60262,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
30,"El Party","Jake La Furia",60064,https://open.spotify.com/track/5xyExId5XWZplBvjmbIuy6
31,"Faccio un casino",Coez,59509,https://open.spotify.com/track/6qNXkVk19OYLu4CoqjDfZ0
32,"Too Good At Goodbyes","Sam Smith",59430,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
33,"La legge del più forte",Tedua,59342,https://open.spotify.com/track/31ZxBLg6StdqVkvNAZ1eRu
34,"Stavo Pensando A Te","Fabri Fibra",59102,https://open.spotify.com/track/6cjyaU5VscMdHi69q2w5Fo
35,"Ti Fa Stare Bene",Caparezza,59021,https://open.spotify.com/track/4nnu4hEwa5oejaEMpizXxY
36,"Favorisca i sentimenti",J-AX,57742,https://open.spotify.com/track/6T7auXdjnEFnifaWc796YQ
37,Nevermind,"Dennis Lloyd",57450,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
38,Wolves,"Selena Gomez",56225,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
39,Thunder,"Imagine Dragons",55569,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
40,"Tran Tran","Sfera Ebbasta",54147,https://open.spotify.com/track/1S2VLr8j9KVbroLn76RF4i
41,"Let You Down",NF,51214,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
42,"Gucci Gang","Lil Pump",50924,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
43,"Fino all'imbrunire",Negramaro,50216,https://open.spotify.com/track/6CpNFssMc4OOKJ1mXlXD0o
44,Magicabula,"JUNIOR CALLY",48262,https://open.spotify.com/track/0wBlRxVSWAPgezz4ZYDrGT
45,"Guarda come flexo",MamboLosco,47287,https://open.spotify.com/track/7pNSr2gQMVghpTcZvQUroa
46,"Katchi - Ofenbach vs. Nick Waterhouse",Ofenbach,47079,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
47,"Mi Gente","J Balvin",46032,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
48,"Milano Bachata",Rkomi,45830,https://open.spotify.com/track/0obKdyLE89Hrry8slkX9Ey
49,Trapano,MadMan,45197,https://open.spotify.com/track/64kdCC2kt1EhlePTTWe70B
50,"There's Nothing Holdin' Me Back","Shawn Mendes",43861,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
51,"Friends (with BloodPop®)","Justin Bieber",43643,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
52,"Io non abito al mare","Francesca Michielin",43214,https://open.spotify.com/track/2o3SSTS3FoZ5m8HCVvBca7
53,"How Long","Charlie Puth",43037,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
54,"Senza Pagare VS T-Pain (feat. T-Pain)",J-AX,43011,https://open.spotify.com/track/0YOUE1TlkgSbkNvWkZkEVp
