,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",182431,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"River (feat. Ed Sheeran)",Eminem,135402,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
3,Havana,"Camila Cabello",133012,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4,"Bartier Cardi (feat. 21 Savage)","Cardi B",98342,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
5,"Him & I (with Halsey)",G-Eazy,95990,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
6,"Gucci Gang","Lil Pump",94336,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
7,Wolves,"Selena Gomez",90958,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,"Let You Down",NF,89217,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
9,Silence,Marshmello,88414,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
10,Perfect,"Ed Sheeran",84405,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
11,"New Rules","Dua Lipa",84276,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
12,"No Limit",G-Eazy,83218,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
13,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",83068,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
14,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",81161,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
15,"I Fall Apart","Post Malone",73738,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
16,"Ric Flair Drip (& Metro Boomin)",Offset,73079,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
17,"What Lovers Do (feat. SZA)","Maroon 5",72253,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
18,"Bank Account","21 Savage",70640,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
19,"Too Good At Goodbyes","Sam Smith",70067,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
20,"XO Tour Llif3","Lil Uzi Vert",67706,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
21,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",67557,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
22,Congratulations,"Post Malone",62949,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
23,MotorSport,Migos,62808,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
24,Unforgettable,"French Montana",62274,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
25,HUMBLE.,"Kendrick Lamar",62030,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
26,"Shape of You","Ed Sheeran",61090,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
27,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",60805,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
28,"Dusk Till Dawn - Radio Edit",ZAYN,59180,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
29,"Candy Paint","Post Malone",57022,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
30,Thunder,"Imagine Dragons",56916,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
31,"How Long","Charlie Puth",55958,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
32,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",55885,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
33,"Bodak Yellow","Cardi B",55418,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
34,1-800-273-8255,Logic,55169,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
35,"Plain Jane","A$AP Ferg",53353,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
36,Betrayed,"Lil Xan",50773,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
37,"Wanted You (feat. Lil Uzi Vert)",NAV,49909,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
38,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",49838,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
39,"Young Dumb & Broke",Khalid,49284,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
40,"I Miss You (feat. Julia Michaels)","Clean Bandit",48860,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
41,"Despacito - Remix","Luis Fonsi",48633,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
42,"I Get the Bag (feat. Migos)","Gucci Mane",48116,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
43,"BUTTERFLY EFFECT","Travis Scott",47624,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
44,"Man's Not Hot","Big Shaq",46590,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
45,"Never Be the Same","Camila Cabello",46522,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
46,"Tip Toe (feat. French Montana)","Jason Derulo",45975,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
47,"End Game","Taylor Swift",44877,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
48,"Real Friends","Camila Cabello",44373,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL
49,Stargazing,Kygo,43492,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
50,"Tell Me You Love Me","Demi Lovato",43106,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
51,"Ghostface Killers","21 Savage",42866,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
52,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",42798,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
53,Sober,G-Eazy,42382,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV
54,"Sorry Not Sorry","Demi Lovato",41848,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
55,Attention,"Charlie Puth",41568,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
56,"LOVE. FEAT. ZACARI.","Kendrick Lamar",41492,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
57,"Feel It Still","Portugal. The Man",41159,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
58,Believer,"Imagine Dragons",40711,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
59,"Bad At Love",Halsey,39675,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
60,"Mi Gente","J Balvin",39574,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
61,"Danger (with Migos & Marshmello)",Migos,39010,https://open.spotify.com/track/0nhVrTiCGiGRCoZOJiWzm1
62,Saint,"Huncho Jack",38835,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe
63,"Dubai Shit","Huncho Jack",38423,https://open.spotify.com/track/6urLjX35oXXRYtcH1b3dCh
64,"Stir Fry",Migos,37971,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm
65,"Eye 2 Eye","Huncho Jack",37943,https://open.spotify.com/track/4vwfOiyWxXeEdx4ejAJgdx
66,goosebumps,"Travis Scott",37896,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
67,"All Falls Down (feat. Juliander)","Alan Walker",37716,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
68,"Black & Chinese","Huncho Jack",37316,https://open.spotify.com/track/628Ueb4sRiXApObhcU9iPU
69,"Body Like A Back Road","Sam Hunt",37303,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
70,"All I Want for Christmas Is You","Mariah Carey",37135,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
71,"Slippery (feat. Gucci Mane)",Migos,36931,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
72,Location,Khalid,36751,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
73,"Strip That Down","Liam Payne",35942,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
74,"Jocelyn Flores",XXXTENTACION,35420,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
75,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,35280,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
76,"Modern Slavery","Huncho Jack",35234,https://open.spotify.com/track/7J6bnDDitOwfelaJNixHhL
77,"Slow Hands","Niall Horan",34640,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
