,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Solmussa (feat. BEHM)","Pikku G",65544,https://open.spotify.com/track/2rHVaNBkAWylDbgh9l47n5
2,"River (feat. Ed Sheeran)",Eminem,61508,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
3,rockstar,"Post Malone",54787,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4,"Him & I (with Halsey)",G-Eazy,52398,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
5,Pimeyteen,"Mikael Gabriel",51715,https://open.spotify.com/track/7rhej63k3GAokc05uB7hNf
6,Monaco,Aste,45182,https://open.spotify.com/track/6Z4UPnU2Kwvws4CYN0kZbw
7,Enkelit,Cheek,40269,https://open.spotify.com/track/6hAKGURpSwL2tvmfjnkWGr
8,Nössö,"Petri Nygård",39623,https://open.spotify.com/track/0gySKxqIOHTVD3YObTsJug
9,Manteli,"Teflon Brothers",34065,https://open.spotify.com/track/7A3vVmr5obwXQbFz4Zs8sv
10,"Hombre (feat. Vesala)",JVG,33432,https://open.spotify.com/track/6h4EXoiVFJehGrK9Xl8Zeo
11,"Kelpaat kelle vaan (Vain elämää kausi 7) [feat. Apocalyptica]",SANNI,32903,https://open.spotify.com/track/1g5ekWqRgWCxG2vX14EFzn
12,Kaadutaan,"Nikke Ankara",31989,https://open.spotify.com/track/7nxmy3LKlWvVNTjo7vKSi1
13,"Kynnet, Kynnet",Pyhimys,30857,https://open.spotify.com/track/5HFUJIjkg7DgP3EuWtZ1rA
14,"Let You Down",NF,30384,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
15,"Gucci Gang","Lil Pump",29870,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
16,Päällekkäin,"Ida Paul & Kalle Lindroth",29165,https://open.spotify.com/track/5zT0kpzFSaonTEXxmgk4Q2
17,"All Falls Down (feat. Juliander)","Alan Walker",28884,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
18,Wolves,"Selena Gomez",28182,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
19,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",27845,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
20,"Älä jätä roikkuu",JVG,26353,https://open.spotify.com/track/7m7vqt0dQ3HXHSzLPMlFg3
21,"Dusk Till Dawn - Radio Edit",ZAYN,25999,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
22,Tempo,BESS,25476,https://open.spotify.com/track/1m6OKxDyKgvIrln6e8c72Y
23,Havana,"Camila Cabello",25026,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
24,Glitteri,Ellinoora,24341,https://open.spotify.com/track/5cN3TZfA73ZtcOVBYg6A6h
25,Tornado,Evelina,23781,https://open.spotify.com/track/3seNictp7GWitSNKlujwnY
26,"Tip Toe (feat. French Montana)","Jason Derulo",22468,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
27,"Tää Ei Oo Ohi","Nelli Matula",22356,https://open.spotify.com/track/3WmQpiuRhPzkpqTi207IXA
28,Perfect,"Ed Sheeran",22179,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
29,"Man's Not Hot","Big Shaq",22132,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
30,Silence,Marshmello,21964,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
31,"Samase (feat. Mikael Gabriel)","Suvi Teräsniska",21850,https://open.spotify.com/track/6xqH9NGcWJfmM4bmxIfGk3
32,"Kruunu tikittää (feat. TIPPA)",JVG,21298,https://open.spotify.com/track/4ZxTm3KI4jDy7gNhbp8avh
33,"Tää On Se Maa","Pasi ja Anssi",20953,https://open.spotify.com/track/3v3K7xgKQahAml0BGjdIfY
34,Nelostie,Brädi,20781,https://open.spotify.com/track/3WhLtbSR3nzJt9RW4MkmI6
35,"Ota varovasti",Vesta,20730,https://open.spotify.com/track/7omuMsdMUVkUhW8Wsevn01
36,Anywhere,"Rita Ora",20710,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
37,"Échame La Culpa","Luis Fonsi",20551,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
38,Stargazing,Kygo,19482,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
39,"New Rules","Dua Lipa",18919,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
40,"Syvään Päähän",Anniina,18707,https://open.spotify.com/track/7hRDxqbfLrUCbcCxJSCkRn
41,"Soo Soo",ABREU,18629,https://open.spotify.com/track/2XrgV14S5k0Jocp07xfTtj
42,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",18568,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
43,"Shape of You","Ed Sheeran",18277,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
44,"Me Tehtiin Tää",Robin,17435,https://open.spotify.com/track/2U6jbGUfii0LmjTsUpL2nG
45,"Joulun kanssas jaan (feat. Cantores Minores)","Haloo Helsinki!",17188,https://open.spotify.com/track/3RCxl6HWK4ADOzMbY8FZCw
46,Tuntematon,"Haloo Helsinki!",17156,https://open.spotify.com/track/54ulOTUIZA4suH69uQCwdZ
47,"Maailman Laidalla","Mikael Gabriel",16813,https://open.spotify.com/track/1hYSyi6LY9LkdYH0EjoFCO
48,"Sä Et Oo Sä",Ollie,15344,https://open.spotify.com/track/1tXF7sfiKLuHp6BW4q52zJ
49,Kynttilät,"Aleksanteri Hakaniemi",15033,https://open.spotify.com/track/0lF4f6Difjc6Z3prGHqbJM
50,Dreamer,"Axwell /\ Ingrosso",14743,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf
51,Congratulations,"Post Malone",14636,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
52,Tahdon,Janna,14244,https://open.spotify.com/track/7oK6p6vKJ8xhEIKSulwS18
53,Antaudun,"Reino Nordin",13963,https://open.spotify.com/track/4waYSI6TTW0guhTJc4gWzq
54,"Surulapsi (Vain elämää kausi 7)",Cheek,13107,https://open.spotify.com/track/5pSSjM7U4ZIxcjdDLarOVI
55,"XO Tour Llif3","Lil Uzi Vert",12805,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
56,Halogeenit,"Ideaali & Jay Who?",12710,https://open.spotify.com/track/4yRA01zjKBClEmMzNikb4N
57,Juna,Spekti,12548,https://open.spotify.com/track/5fB7KNzDNtTLWAa6D2zcBJ
58,"I Miss You (feat. Julia Michaels)","Clean Bandit",12546,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
59,"No Limit",G-Eazy,12540,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
60,1-800-273-8255,Logic,12463,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
61,"Matti & Teppo",JVG,12339,https://open.spotify.com/track/4h9oBIwZ5he6rgXI2mgPEJ
62,Snowman,Sia,12338,https://open.spotify.com/track/3E6Ydoy1H8ePoigc10Mgsa
63,"Out of My Head (feat. Tove Lo and ALMA)","Charli XCX",12256,https://open.spotify.com/track/2khkbmL11VFqKGMrcGIJB3
64,Makia,"OG Ulla-Maija",12252,https://open.spotify.com/track/2xRRSWrjBy8tFJaEHMAMQS
65,"Sinä ansaitset kultaa (Vain elämää kausi 7)",Cheek,12073,https://open.spotify.com/track/1pnYHu0479JaG3ESOTs0ZU
66,"Menee Hyvin",Mäkki,11833,https://open.spotify.com/track/3lOLFSOGj5EdodmeHPU1Ys
67,"Jari Sillanpää",Seksikäs-Suklaa,11784,https://open.spotify.com/track/3CWrEpwmioxkjRVYsOwlaU
68,Walls,Ruben,11621,https://open.spotify.com/track/2E5oh2pPuvcx0WCQa6s7T2
69,"Timantit on ikuisia (Vain elämää kausi 7)",SANNI,11478,https://open.spotify.com/track/10TGDps8gvUC2meiqne5Ju
70,"The Spectre","Alan Walker",11201,https://open.spotify.com/track/2DGa7iaidT5s0qnINlwMjJ
71,"Aamukuuteen (feat. Erin)","Antti Tuisku",11200,https://open.spotify.com/track/2gIOVl7sKIJ3WeHVsTy1jd
72,"More Than You Know","Axwell /\ Ingrosso",11100,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
73,"Lonely Together (feat. Rita Ora)",Avicii,11087,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
74,"Swäg (feat. JVG)","Antti Tuisku",11019,https://open.spotify.com/track/7iaxKCLCuJznUeNx7VZzAU
75,"Rahan takii","Antti Tuisku",11004,https://open.spotify.com/track/1NB2U3ix3mCQ3LLojIt1P7
76,"Esson baariin",Poju,10999,https://open.spotify.com/track/3AVOlegKLZkDe3GSnM8XpF
77,Tragedia,"Antti Tuisku",10948,https://open.spotify.com/track/7K74Z7Di9GOuI2fEqMYhPZ
78,"I Fall Apart","Post Malone",10923,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
79,"Kylmii Väreitä",Evelina,10809,https://open.spotify.com/track/7MddwdpQ7sh3Pi1xHUSr4K
80,"Candy Paint","Post Malone",10741,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
81,"I Wrote a Song for You","Isac Elliot",10655,https://open.spotify.com/track/5OGMCaxXH6EeTbLhXbFilK
82,Unforgettable,"French Montana",10625,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
83,"Keinu (Vain elämää kausi 7)","Jenni Vartiainen",10573,https://open.spotify.com/track/5RLL3hPFVU3wfib1YijpvE
84,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",10537,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
85,"Bartier Cardi (feat. 21 Savage)","Cardi B",10488,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
86,"EYO (feat. Nelli Matula)",Profeetat,10390,https://open.spotify.com/track/6oSBi2k15RJphcjQZzwhO0
87,"Too Good At Goodbyes","Sam Smith",10244,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
88,"Hanuri (feat. Boyat)","Antti Tuisku",10118,https://open.spotify.com/track/4vDRNDPO1CUxD3sjuQIBSt
89,Sinitarraa,WIL,9959,https://open.spotify.com/track/3dmiAe7g9fFxrPwFkB2C7w
90,"What Lovers Do (feat. SZA)","Maroon 5",9925,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
91,"Karjala Takas","Portion Boys",9869,https://open.spotify.com/track/1PZNjZOmm3ZmaWkqvmJpaY
92,"Hula Hula",Robin,9830,https://open.spotify.com/track/4MuAzurUYpbuzGgUiOSjAM
93,"Reggaetón Lento (Remix)",CNCO,9788,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
94,"Feel It Still","Portugal. The Man",9735,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
95,"Despacito - Remix","Luis Fonsi",9662,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
96,"Tanssi se ulos (feat. Ellinoora)","Roope Salminen & Koirat",9640,https://open.spotify.com/track/1jFYy4KngiDNpG5yw6cOQA
97,"Malja (Vain elämää kausi 7)",Cheek,9528,https://open.spotify.com/track/5yDuixmCBMLPzz9tuH4vE0
98,"Jumala (Vain elämää kausi 7)",Cheek,9474,https://open.spotify.com/track/73s4yuT0ROuf9qKubiZPNW
99,"Darkside (with Ty Dolla $ign & Future feat. Kiiara)","Ty Dolla $ign",9400,https://open.spotify.com/track/14EgW52HVqnLHd30bgbPxg
100,"Liikaa Sussa Kii","Mikael Gabriel",9376,https://open.spotify.com/track/0MEuAbpzkCXjFu2ey5vKaD
101,Thunder,"Imagine Dragons",9269,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
102,"How Long","Charlie Puth",9260,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
103,"Meidän biisi","Arttu Wiskari",9237,https://open.spotify.com/track/3nSiEJPNSH86D7JTFsyyly
104,"Bank Account","21 Savage",9225,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
105,"All I Want for Christmas Is You","Mariah Carey",9143,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
106,"Taivas ei oo rajana","Mikko Harju",9075,https://open.spotify.com/track/0UMaKcS7dY70v8uupjIdaq
107,"Neljä Vuodenaikaa","Petri Nygård",9070,https://open.spotify.com/track/3coYPmuUrK9Yr6kqsMSr7H
108,"Ric Flair Drip (& Metro Boomin)",Offset,9016,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
109,"Never Be the Same","Camila Cabello",9004,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
