,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",404502,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
2,Senorita,"Kay One",298592,https://open.spotify.com/track/5OHOykHs3Ct2pgbqod8uMD
3,"Zieh' den Rucksack aus",Kollegah,297627,https://open.spotify.com/track/6F0fXw4G0dqRWJnvWPZM67
4,"More Than You Know","Axwell /\ Ingrosso",271660,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
5,"Mi Gente","J Balvin",252792,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
6,"New Rules","Dua Lipa",239427,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
7,Primo,"RAF Camora",235299,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
8,Silence,Marshmello,217719,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
9,"Glorious (feat. Skylar Grey)",Macklemore,216791,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
10,"I Like Me Better",Lauv,213667,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
11,"Dusk Till Dawn - Radio Edit",ZAYN,212603,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
12,Havana,"Camila Cabello",209131,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
13,Unforgettable,"French Montana",200345,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
14,"Monica Bellucci",RIN,189317,https://open.spotify.com/track/06ieFuGkwHCOFP2cmOBmgb
15,"Look What You Made Me Do","Taylor Swift",183745,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
16,"Kleiner Cabrón",Veysel,173750,https://open.spotify.com/track/36XNdtXaPIAfhOiyKIPpWl
17,Telefon,Dardan,171879,https://open.spotify.com/track/1SkeK7yhwSkCUkbAG9604j
18,"What About Us",P!nk,166815,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
19,"Friends (with BloodPop®)","Justin Bieber",164881,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
20,"Without You (feat. Sandro Cavazza)",Avicii,163559,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
21,Thunder,"Imagine Dragons",159627,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
22,"Bon Voyage","Miami Yacine",159143,https://open.spotify.com/track/7McVnXcGdaVAzjKpN1BWPb
23,"Wohin willst du","Gestört aber GeiL",155774,https://open.spotify.com/track/51WUacrCkukxCgym463uNN
24,"What Lovers Do (feat. SZA)","Maroon 5",153718,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
25,"Too Good At Goodbyes - Edit","Sam Smith",150831,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
26,Mama,"Jonas Blue",145167,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
27,"Summer Air",ItaloBrothers,141677,https://open.spotify.com/track/0V9cosR5jWa4fr2koARmhD
28,OK,"Robin Schulz",141052,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
29,1-800-273-8255,Logic,140128,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
30,"Strip That Down","Liam Payne",139431,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
31,"Heute mit mir",Nimo,139049,https://open.spotify.com/track/7fUWZUNj5qbEuoL6K9947g
32,Montpellier,"Miami Yacine",133836,https://open.spotify.com/track/62kNjXARWUncZVwjfrGDXL
33,GottSeiDank,Trettmann,132386,https://open.spotify.com/track/5Rw35kLemvSdxXmpQveQ7B
34,Knöcheltief,Trettmann,129615,https://open.spotify.com/track/27XVTa9Eb2nO6lhhY5SbTl
35,Yakuza,Veysel,128896,https://open.spotify.com/track/7HR5qYGKtzopXoN0CdMirL
36,"All Stars","Martin Solveig",124944,https://open.spotify.com/track/3aLSrx8qhssXrh5yjB6oy9
37,"Lambo Diablo GT (feat. Nimo)",Capo,123145,https://open.spotify.com/track/6HxFJbQahRd5rWQ752D710
38,Bros,RIN,121382,https://open.spotify.com/track/5cV34hcKf632Ry0avUxx5k
39,"Your Song","Rita Ora",121086,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
40,"Andere Liga","RAF Camora",119702,https://open.spotify.com/track/2NWZiXyRdKEolP8QrjBGmp
