,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",168635,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
2,"Dedikeret (feat. Benny Jamz, Gilli & MellemFingaMuzik)",Molo,107069,https://open.spotify.com/track/5q4N9tT4vSmDqdE9eaN7mN
3,"Too Good At Goodbyes - Edit","Sam Smith",83995,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
4,"Comme Ci Comme Ça",Basim,74558,https://open.spotify.com/track/7h6hAh9bRNXs9BKIdqj0xX
5,1-800-273-8255,Logic,72950,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
6,"Good Together","Scarlet Pleasure",69639,https://open.spotify.com/track/4W0vL8xqRLlmS01mTmw4ec
7,Følelsen,KESI,67244,https://open.spotify.com/track/7LSpHN7E9EKZo2YovzqOAV
8,Silence,Marshmello,62980,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
9,"Friends (with BloodPop®)","Justin Bieber",60499,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
10,"Think Before I Talk","Astrid S",55053,https://open.spotify.com/track/0Clb9aiXWa0dvVff5aN4VN
11,"New Rules","Dua Lipa",54438,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
12,"Dusk Till Dawn - Radio Edit",ZAYN,53347,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
13,"Rica (feat. Kesi & Sivas)",Gilli,52727,https://open.spotify.com/track/69oJmQ3NnWHQriYQ4L8dKa
14,"Young Dumb & Broke",Khalid,51479,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
15,2017,"Rasmus Seebach",49480,https://open.spotify.com/track/0WFJgzULh0odcTPkP62eGY
16,"Mi Gente","J Balvin",48501,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
17,Havana,"Camila Cabello",46833,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
18,Limbo,"Scarlet Pleasure",45092,https://open.spotify.com/track/6Kc6w3BTFqDTGgB2vasbek
19,"Jocelyn Flores",XXXTENTACION,44729,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
20,Unforgettable,"French Montana",43410,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
21,"What Lovers Do (feat. SZA)","Maroon 5",42366,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
22,"Lay Lay (feat. NODE)",PAY,41379,https://open.spotify.com/track/1y1YFAf9maXPz5IVI50mEh
23,"Follow Me",Niklas,40360,https://open.spotify.com/track/4bU7syO13ky3ZGJRSXg64S
24,"Habibi Aiwa",Gilli,38992,https://open.spotify.com/track/1UUj1iScVn6wOXiBSyBhLn
25,"Glorious (feat. Skylar Grey)",Macklemore,38788,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
26,"XO Tour Llif3","Lil Uzi Vert",37667,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
27,"I Like Me Better",Lauv,36898,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
28,"Mamacita (feat. Benny Jamz)",KESI,36211,https://open.spotify.com/track/5OSH98PlarYwozcSR7lY19
29,Mama,"Jonas Blue",35432,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
30,Jaloux,Skinz,34987,https://open.spotify.com/track/27qFFBH6c4v3fQ2DwDCqBA
31,Perfect,"Ed Sheeran",34753,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
32,"Way Way",ZK,34741,https://open.spotify.com/track/1EzeZk23CDv5777vY4mbXe
33,"I min zone",Skinz,34035,https://open.spotify.com/track/5tVmntyj8rlJaFNBiUoWSC
34,"Without You (feat. Sandro Cavazza)",Avicii,33053,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
35,"Lonely Together (feat. Rita Ora)",Avicii,32760,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
36,"Despacito - Remix","Luis Fonsi",32632,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
37,"Habibti (feat. NODE)",Pretty,32168,https://open.spotify.com/track/4EpHxjNDcMwSkV9xoJjF47
38,"Please Don't Lie","Hugo Helmig",32143,https://open.spotify.com/track/5dEIB07iXAF6iADQEe6qpe
39,"What About Us",P!nk,31346,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
40,Sicario,Sleiman,30593,https://open.spotify.com/track/4tH07pR7ERMXBJXSC5EJg9
41,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",29077,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
42,"Bli' Her Lidt Endnu","Rasmus Seebach",28165,https://open.spotify.com/track/04ODtDqMf5po751CxIkJgc
43,"Bedre End Din Eks","Page Four",27890,https://open.spotify.com/track/6hd60vdBch6Nm3MCX4UYk8
44,"Too Much To Ask","Niall Horan",27480,https://open.spotify.com/track/3hRZsdTF5uyGA2uhNqEuhm
45,"Shape of You","Ed Sheeran",27152,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
46,"De Ved Godt (feat. NODE)",Fouli,26422,https://open.spotify.com/track/2rZ4bA8rH9ym9IC4gYsRRD
47,"2U (feat. Justin Bieber)","David Guetta",26182,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
48,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",26002,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
49,"Your Song","Rita Ora",25924,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
50,Stargazing,Kygo,25472,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
51,"Look What You Made Me Do","Taylor Swift",25233,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
52,Congratulations,"Post Malone",25200,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
53,"If I'm Lucky","Jason Derulo",24865,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh
54,"Bank Account","21 Savage",23705,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
55,"Sorry Not Sorry","Demi Lovato",23410,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
56,"There's Nothing Holdin' Me Back","Shawn Mendes",22398,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
57,"More Than You Know","Axwell /\ Ingrosso",21530,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
58,Attention,"Charlie Puth",21318,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
59,"BUTTERFLY EFFECT","Travis Scott",21012,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
60,"Skejsen (feat. Benny Jamz, Gilli & MellemFingaMuzik)",Molo,20776,https://open.spotify.com/track/4hI5PS8GWCftS1AUgNlJV1
61,Questions,"Chris Brown",20565,https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu
62,"Op (feat. Gilli & Benny Jamz)",KESI,20465,https://open.spotify.com/track/263jcrCMb0ttw18hoGQTN4
63,"Deja vu","Scarlet Pleasure",20237,https://open.spotify.com/track/4MV2H0Jeh08sv5L5IU7fGn
64,"Slow Hands","Niall Horan",19418,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
65,Chico,Sleiman,19038,https://open.spotify.com/track/3V2Jcw7aWwNGNKyvveDgRW
66,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",18941,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
67,"De Snakker",NODE,18914,https://open.spotify.com/track/7c6DueTr5BfxnF4RvtEccH
68,"Summer Air",ItaloBrothers,18589,https://open.spotify.com/track/0V9cosR5jWa4fr2koARmhD
69,"Jeg Har En Pige",Skinz,18524,https://open.spotify.com/track/3cJ0Fyr8C8blcaAZTYRLMN
70,"Come Alive","Noah Carter",17792,https://open.spotify.com/track/1tzmiW14nGoBlWDg7xhn5P
71,"Pool (feat. TopGunn)",Citybois,17317,https://open.spotify.com/track/5WQ8ISlwGUrkdtxTbajDJ1
72,HUMBLE.,"Kendrick Lamar",16724,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
73,"Solo Dance","Martin Jensen",16575,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
74,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",16370,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
75,"Say You Won't Let Go","James Arthur",16299,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
76,"Strip That Down","Liam Payne",16072,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
77,goosebumps,"Travis Scott",15907,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
78,Lyvesangen,Gulddreng,15808,https://open.spotify.com/track/0txbg4oBJi8SwvQ3SFYNlc
79,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",15659,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
80,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",15328,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
81,"Galway Girl","Ed Sheeran",15210,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
82,Thunder,"Imagine Dragons",15092,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
83,Phases,ALMA,14920,https://open.spotify.com/track/6ZX2qXkhaueabbzp6vfabS
84,"Bodak Yellow","Cardi B",14297,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
85,"For Længe (feat. RH)",Volkan,14282,https://open.spotify.com/track/7HzMcKpsKOTWzLKsmEoeHR
86,"Uh Babe",Benal,14256,https://open.spotify.com/track/11AVYZlxCEQKT2SlYla0Ta
87,"Al Fuego",NODE,14235,https://open.spotify.com/track/7zHAa2ADauy4i1YubAKffk
88,Location,Khalid,14168,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
89,"Everybody Dies In Their Nightmares",XXXTENTACION,14094,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
90,"Go Flex","Post Malone",14049,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
