,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mer för varandra","Norlie & KKV",199264,https://open.spotify.com/track/5GC6b6Ukc7PfwG8VfYO3ar
2,"Solo (feat. Demi Lovato)","Clean Bandit",187316,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
3,"Born To Be Yours",Kygo,166139,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
4,SAD!,XXXTENTACION,162533,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
5,"Better Now","Post Malone",142116,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
6,changes,XXXTENTACION,129662,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
7,Youngblood,"5 Seconds of Summer",129546,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
8,"Jocelyn Flores",XXXTENTACION,128371,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
9,"Hon dansar vidare i livet",Hov1,126843,https://open.spotify.com/track/0DsMfCqOclDOvEeExl6zNY
10,"Put Your Hands Up för Sverige (feat. Anis Don Demina)","Samir & Viktor",120783,https://open.spotify.com/track/65Jv5ceVGQr9QHHKEqx8xm
11,"Ocean (feat. Khalid)","Martin Garrix",114701,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
12,"All For Love",Tungevaag,108681,https://open.spotify.com/track/5VGBgPVFO3e0lWz4WHYntQ
13,"One Kiss (with Dua Lipa)","Calvin Harris",106256,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
14,Moonlight,XXXTENTACION,103847,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
15,"Lucid Dreams","Juice WRLD",99807,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
16,"Be Your Friend",Vigiland,99778,https://open.spotify.com/track/1uGHaW5WOyQUSR1oNKAydC
17,"Back To You","Selena Gomez",99223,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
